# ID	FORM	LEMMA	UPOSTAG	XPOSTAG	FEATS	HEAD	DEPREL	DEPS	MISC
1897LENZ-7_1_4	KANIN	kanin	_	N	_	_	_	_	origText=KANIN,baseForms=kanin

1897LENZ-7_2_1	Epu	epu	_	NUM	_	_	_	_	origText=Epu,baseForms=epu
1897LENZ-7_2_2	üñəm	üñüm	_	N	_	_	_	_	origText=üñəm,baseForms=üñüm
1897LENZ-7_2_3	“	“	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-7_2_4	kudeayu	kuden	_	V	fut	_	_	_	origText=kudeayu,baseForms=kude|a|iyu
1897LENZ-7_2_5	”	”	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-7_2_6	pirkei	pin	_	V	rep|ind3	_	_	_	origText=pirkei,baseForms=pi|rke|iy
1897LENZ-7_2_7	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-7_2_8	“	“	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-7_2_9	amoayu	amun	_	V	fut	_	_	_	origText=amoayu,baseForms=amu|a|iyu
1897LENZ-7_2_10	lafken	l'afken'	_	N	_	_	_	_	origText=lafken,baseForms=l'afken'
1897LENZ-7_2_11	mapu	mapu	_	N	_	_	_	_	origText=mapu,baseForms=mapu
1897LENZ-7_2_12	”	”	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-7_2_13	pirkeiŋu	pin	_	V	rep|ind3d	_	_	_	origText=pirkeiŋu,baseForms=pi|rke|ingu
1897LENZ-7_2_14	t’aru	traru	_	N	_	_	_	_	origText=t’aru,baseForms=traru
1897LENZ-7_2_15	yeŋu	engu	_	PC	3d	_	_	_	origText=yeŋu,baseForms=engu
1897LENZ-7_2_16	kanin	kanin	_	N	_	_	_	_	origText=kanin,baseForms=kanin
1897LENZ-7_2_17	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-7_3_1	Feimu	feymew	_	AV	_	_	_	_	origText=Feimu,baseForms=feymew
1897LENZ-7_3_2	kudelkeiŋu	kuden	_	V	cause|habit|ind3d	_	_	_	origText=kudelkeiŋu,baseForms=kude|(ü)l|ke|ingu
1897LENZ-7_3_3	iñei	iney	_	WH	particle	_	_	_	origText=iñei,baseForms=iney
1897LENZ-7_3_4	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1897LENZ-7_3_5	doi	doy	_	AV	_	_	_	_	origText=doi,baseForms=doy
1897LENZ-7_3_6	levael	lefel	_	N	fut|nmlz	_	_	_	origText=levael,baseForms=lef|a|el
1897LENZ-7_3_7	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-8_1_1	Lamŋén	lamngen	_	N	_	_	_	_	origText=Lamŋén,baseForms=lamngen
1897LENZ-8_1_2	anái	anay	_	EP	_	_	_	_	origText=anái,baseForms=anay
1897LENZ-8_1_3	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-8_1_4	lamŋén	lamngen	_	N	_	_	_	_	origText=lamŋén,baseForms=lamngen
1897LENZ-8_1_5	anái	anay	_	EP	_	_	_	_	origText=anái,baseForms=anay
1897LENZ-8_1_6	vəta	fücha	_	AJ	_	_	_	_	origText=vəta,baseForms=fücha
1897LENZ-8_1_7	kúivi	kuyfi	_	AV	_	_	_	_	origText=kúivi,baseForms=kuyfi
1897LENZ-8_1_8	mái	may	_	AV	_	_	_	_	origText=mái,baseForms=may
1897LENZ-8_1_9	peúyu	pen	_	V	reflex|ind1d	_	_	_	origText=peúyu,baseForms=pe|(u)w|iyu
1897LENZ-8_1_10	lamŋən	lamngen	_	N	_	_	_	_	origText=lamŋən,baseForms=lamngen
1897LENZ-8_1_11	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-8_1_12	ʎamŋén	lamngen	_	N	_	_	_	_	origText=ʎamŋén,baseForms=lamngen
1897LENZ-8_1_13	anái	anay	_	EP	_	_	_	_	origText=anái,baseForms=anay
1897LENZ-8_1_14	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-8_1_15	ʎamŋén	lamngen	_	N	_	_	_	_	origText=ʎamŋén,baseForms=lamngen
1897LENZ-8_1_16	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-8_2_1	Pə´chi	pichi	_	AJ	_	_	_	_	origText=Pə´chi,baseForms=pichi
1897LENZ-8_2_2	kómpañén	kompañen	_	V	ind1s	_	_	_	origText=kómpañén,baseForms=kompañe|(ü)n
1897LENZ-8_2_3	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-8_2_4	anai	anay	_	EP	_	_	_	_	origText=anai,baseForms=anay
1897LENZ-8_2_5	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-8_2_6	ámutyáyu	amun	_	V	rest|fut	_	_	_	origText=ámutyáyu,baseForms=amu|tu|a|iyu
1897LENZ-8_2_7	ká	kay	_	AV	_	_	_	_	origText=ká,baseForms=kay
1897LENZ-8_2_8	mápu	mapu	_	N	_	_	_	_	origText=mápu,baseForms=mapu
1897LENZ-8_2_9	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-9_1_1	ÜLKATUN	ülkantun	_	V	play|nmlz	_	_	_	origText=ÜLKATUN,baseForms=ülkantu|kantu|(ü)n
1897LENZ-9_1_2	KIÑE	kiñe	_	NUM	_	_	_	_	origText=KIÑE,baseForms=kiñe
1897LENZ-9_1_3	DOMO	domo	_	N	_	_	_	_	origText=DOMO,baseForms=domo

1897LENZ-9_2_1	Fü´tta	füt'a	_	N	_	_	_	_	origText=Fü´tta,baseForms=füt'a
1897LENZ-9_2_2	ŋélu	ngelu	_	N	svn	_	_	_	origText=ŋélu,baseForms=nge|lu
1897LENZ-9_2_3	tvéichi	tüfeychi	_	DP	DP	_	_	_	origText=tvéichi,baseForms=tüfeychi
1897LENZ-9_2_4	dómo	domo	_	N	_	_	_	_	origText=dómo,baseForms=domo
1897LENZ-9_2_5	yémerkéyu	yen	_	V	and|rep	_	_	_	origText=yémerkéyu,baseForms=ye|me|rke|iyu
1897LENZ-9_2_6	kiñe	kiñe	_	NUM	_	_	_	_	origText=kiñe,baseForms=kiñe
1897LENZ-9_2_7	wént’u	wentru	_	N	_	_	_	_	origText=wént’u,baseForms=went'u
1897LENZ-9_2_8	füttá	fücha	_	AJ	_	_	_	_	origText=füttá,baseForms=fücha
1897LENZ-9_2_9	ka	kay	_	AV	_	_	_	_	origText=ka,baseForms=kay
1897LENZ-9_2_10	mápu	mapu	_	N	_	_	_	_	origText=mápu,baseForms=mapu
1897LENZ-9_2_11	:	:	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-9_2_12	púwlŋerkéi	puwün	_	V	cause|pass|rep|ind3	_	_	_	origText=púwlŋerkéi,baseForms=puw|(ü)l|nge|rke|iy
1897LENZ-9_2_13	Wüñfáli	Wünfali	_	NP	_	_	_	_	origText=Wüñfáli,baseForms=
1897LENZ-9_2_14	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-9_2_15	méu	mew	_	P	P	_	_	_	origText=méu,baseForms=mew
1897LENZ-9_2_16	.	.	PUNCT	PUNCT	_	_	_	_	_

1897LENZ-9_3_1	Púwlú	puwlu	_	N	svn	_	_	_	origText=Púwlú,baseForms=puw|lu
1897LENZ-9_3_2	ülkáturkéi	ülkantun	_	V	play|rep|ind3	_	_	_	origText=ülkáturkéi,baseForms=ülkantu|kantu|rke|iy
1897LENZ-9_3_3	Véimeu	feymew	_	AV	_	_	_	_	origText=Véimeu,baseForms=feymew
1897LENZ-9_3_4	véi	fey	_	D	D	_	_	_	origText=véi,baseForms=fey
1897LENZ-9_3_5	pirkéi	pin	_	V	rep|ind3	_	_	_	origText=pirkéi,baseForms=pi|rke|iy
1897LENZ-9_3_6	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1897LENZ-9_3_7	ülkatún	ülkantun	_	V	play|nmlz	_	_	_	origText=ülkatún,baseForms=ülkantu|kantu|(ü)n
1897LENZ-9_3_8	:	:	PUNCT	PUNCT	_	_	_	_	_

1902AUGU_1_1	Dios	Dios	_	NP	_	_	_	_	origText=Dios,baseForms=,wordLang=spa
1902AUGU_1_2	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1902AUGU_1_3	dəŋu	düngu	_	N	_	_	_	_	origText=dəŋu,baseForms=düngu
1902AUGU_1_4	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1902AUGU_1_5	felen	felen	_	V	ind1s	_	_	_	origText=felen,baseForms=fele|(ü)n
1902AUGU_1_6	.	.	PUNCT	PUNCT	_	_	_	_	_

1902AUGU_2_1	Santa	santa	_	AJ	_	_	_	_	origText=Santa,baseForms=,wordLang=spa
1902AUGU_2_2	Kruz	cruz	_	N	_	_	_	_	origText=Kruz,baseForms=,wordLang=spa
1902AUGU_2_3	+	+	PUNCT	PUNCT	_	_	_	_	_
1902AUGU_2_4	tañi	tañi	_	PP	1s	_	_	_	origText=tañi,baseForms=tañi
1902AUGU_2_5	ŋənel	ngünel	_	N	nmlz	_	_	_	origText=ŋənel,baseForms=ngüne|el
1902AUGU_2_6	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1902AUGU_2_7	>	>	PUNCT	PUNCT	_	_	_	_	_
1902AUGU_2_8	iñchiñ	iñchiñ	_	PN	1p	_	_	_	origText=iñchiñ,baseForms=iñchiñ
1902AUGU_2_9	taiñ	taiñ	_	PP	1p	_	_	_	origText=taiñ,baseForms=taiñ
1902AUGU_2_10	+	+	PUNCT	PUNCT	_	_	_	_	_
1902AUGU_2_11	pu	pu	_	PL	PL	_	_	_	origText=pu,baseForms=pu
1902AUGU_2_12	kaiñe	kaiñe	_	N	_	_	_	_	origText=kaiñe,baseForms=kaiñe
1902AUGU_2_13	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1902AUGU_2_14	>	>	PUNCT	PUNCT	_	_	_	_	_
1902AUGU_2_15	montulmoiñ	montun	_	V	cause|ind2-1p	_	_	_	origText=montulmoiñ,baseForms=montu|(ü)l|muiñ
1902AUGU_2_16	+	+	PUNCT	PUNCT	_	_	_	_	_
1902AUGU_2_17	taiñ	taiñ	_	PP	1p	_	_	_	origText=taiñ,baseForms=taiñ
1902AUGU_2_18	Señor	señor	_	N	_	_	_	_	origText=Señor,baseForms=,wordLang=spa
1902AUGU_2_19	Dios	Dios	_	N	_	_	_	_	origText=Dios,baseForms=,wordLang=spa
1902AUGU_2_20	>	>	PUNCT	PUNCT	_	_	_	_	_
1902AUGU_2_21	Chau	chaw	_	N	_	_	_	_	origText=Chau,baseForms=chaw
1902AUGU_2_22	ka	ka	_	C	C	_	_	_	origText=ka,baseForms=ka
1902AUGU_2_23	Fotəm	fot'üm	_	N	_	_	_	_	origText=Fotəm,baseForms=fot'üm
1902AUGU_2_24	+	+	PUNCT	PUNCT	_	_	_	_	_
1902AUGU_2_25	ka	ka	_	C	C	_	_	_	origText=ka,baseForms=ka
1902AUGU_2_26	Espíritu	espíritu	_	N	_	_	_	_	origText=Espíritu,baseForms=,wordLang=spa
1902AUGU_2_27	Santo	santo	_	AJ	_	_	_	_	origText=Santo,baseForms=,wordLang=spa
1902AUGU_2_28	tañi	tañi	_	PP	1s	_	_	_	origText=tañi,baseForms=tañi
1902AUGU_2_29	üi	üy	_	N	_	_	_	_	origText=üi,baseForms=üy
1902AUGU_2_30	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1902AUGU_2_31	.	.	PUNCT	PUNCT	_	_	_	_	_
1902AUGU_2_32	>	>	PUNCT	PUNCT	_	_	_	_	_
1902AUGU_2_33	Amen	amen	_	IJ	_	_	_	_	origText=Amen,baseForms=,wordLang=spa
1902AUGU_2_34	.	.	PUNCT	PUNCT	_	_	_	_	_

1903AUGU-1_1_1	San	san	_	AJ	_	_	_	_	origText=San,baseForms=,wordLang=spa
1903AUGU-1_1_2	Agustin	Augustin	_	NP	_	_	_	_	origText=Agustin,baseForms=,wordLang=spa
1903AUGU-1_1_3	piŋechi	pingechi	_	V	vb|adjz	_	_	_	origText=piŋechi,baseForms=pi|nge|chi
1903AUGU-1_1_4	obispo	obispo	_	N	_	_	_	_	origText=obispo,baseForms=,wordLang=spa
1903AUGU-1_1_5	fentren	fentren	_	AV	_	_	_	_	origText=fentren,baseForms=fentren
1903AUGU-1_1_6	rakiduamkəlefui	rakiduamün	_	N	prog|bi|ind3	_	_	_	origText=rakiduamkəlefui,baseForms=raki|duam|(kü)le|fi|iy
1903AUGU-1_1_7	rəf	rüf	_	None	_	_	_	_	origText=rəf,baseForms=rüf
1903AUGU-1_1_8	kimafilu	kimlu	_	V	fut|3dir|svn	_	_	_	origText=kimafilu,baseForms=kim|a|fi|lu
1903AUGU-1_1_9	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1903AUGU-1_1_10	chumlen	chumlen	_	N	vb|nmlz	_	_	_	origText=chumlen,baseForms=chum|le|(ü)n
1903AUGU-1_1_11	küla	küla	_	NUM	_	_	_	_	origText=küla,baseForms=küla
1903AUGU-1_1_12	personaŋechi	personangen	_	AJ	vb|ajvz	_	_	_	origText=personaŋechi,baseForms=persona|nge|chi
1903AUGU-1_1_13	kiñen	kiñe	_	NUM	inf	_	_	_	origText=kiñen,baseForms=kiñe|(ü)n
1903AUGU-1_1_14	Dios	Dios	_	NP	_	_	_	_	origText=Dios,baseForms=,wordLang=spa
1903AUGU-1_1_15	.	.	PUNCT	PUNCT	_	_	_	_	_

1903AUGU-1_2_1	Kiñe	kiñe	_	NUM	_	_	_	_	origText=Kiñe,baseForms=kiñe
1903AUGU-1_2_2	antü	antü	_	N	_	_	_	_	origText=antü,baseForms=antü
1903AUGU-1_2_3	amui	amun	_	V	ind3	_	_	_	origText=amui,baseForms=amu|iy
1903AUGU-1_2_4	pashiaialu	pashialu	_	N	fut|svn	_	_	_	origText=pashiaialu,baseForms=pashia|a|lu
1903AUGU-1_2_5	playa	playa	_	N	_	_	_	_	origText=playa,baseForms=playa
1903AUGU-1_2_6	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1903AUGU-1_2_7	,	,	PUNCT	PUNCT	_	_	_	_	_
1903AUGU-1_2_8	rakiduam	rakiduam	_	N	_	_	_	_	origText=rakiduam,baseForms=raki|duam
1903AUGU-1_2_9	eŋu	engu	_	PC	3d	_	_	_	origText=eŋu,baseForms=engu
1903AUGU-1_2_10	amui	amun	_	V	ind3	_	_	_	origText=amui,baseForms=amu|iy
1903AUGU-1_2_11	,	,	PUNCT	PUNCT	_	_	_	_	_
1903AUGU-1_2_12	rəf	rüf	_	None	_	_	_	_	origText=rəf,baseForms=rüf
1903AUGU-1_2_13	rakiduamkiaukafui	rakiduamün	_	N	amb|cont|bi|ind3	_	_	_	origText=rakiduamkiaukafui,baseForms=raki|duam|(ki)yaw|ka|fu|iy
1903AUGU-1_2_14	tañi	tañi	_	PP	3	_	_	_	origText=tañi,baseForms=tañi
1903AUGU-1_2_15	amulen	amun	_	N	prog|inf	_	_	_	origText=amulen,baseForms=amu|(kü)le|(ü)n
1903AUGU-1_2_16	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1903AUGU-1_2_17	.	.	PUNCT	PUNCT	_	_	_	_	_

1903AUGU-1_3_1	Amulelu	amulu	_	N	prog|svn	_	_	_	origText=Amulelu,baseForms=amu|(kü)le|lu
1903AUGU-1_3_2	pepufi	pen	_	V	dir3|ind3	_	_	_	origText=pepufi,baseForms=pe|pu|fi|iy
1903AUGU-1_3_3	kiñe	kiñe	_	NUM	_	_	_	_	origText=kiñe,baseForms=kiñe
1903AUGU-1_3_4	məte	müt'e	_	AV	_	_	_	_	origText=məte,baseForms=müt'e
1903AUGU-1_3_5	ayünŋechi	ayünngechi	_	AJ	vb|ajvz	_	_	_	origText=ayünŋechi,baseForms=ayü|nge|chi
1903AUGU-1_3_6	pichi	pichi	_	AJ	_	_	_	_	origText=pichi,baseForms=pichi
1903AUGU-1_3_7	weche	weche	_	N	_	_	_	_	origText=weche,baseForms=we|che
1903AUGU-1_3_8	inal	inal	_	N	_	_	_	_	origText=inal,baseForms=inal
1903AUGU-1_3_9	l·afken·	l'afken'	_	N	_	_	_	_	origText=l·afken·,baseForms=l'afken'
1903AUGU-1_3_10	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1903AUGU-1_3_11	,	,	PUNCT	PUNCT	_	_	_	_	_
1903AUGU-1_3_12	deumádeumayefúi	dewmadewman	_	V	cf|bi|ind3	_	_	_	origText=deumádeumayefúi,baseForms=dewma|dewma|ye|fu|iy
1903AUGU-1_3_13	kiñe	kiñe	_	NUM	_	_	_	_	origText=kiñe,baseForms=kiñe
1903AUGU-1_3_14	pichi	pichi	_	AJ	_	_	_	_	origText=pichi,baseForms=pichi
1903AUGU-1_3_15	rəŋan	rüŋan	_	N	nmlz	_	_	_	origText=rəŋan,baseForms=runga|(ü)n
1903AUGU-1_3_16	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1903AUGU-1_3_17	pichike	pichi	_	AJ	p	_	_	_	origText=pichike,baseForms=pichi|ke
1903AUGU-1_3_18	kuq	kug	_	N	_	_	_	_	origText=kuq,baseForms=kug
1903AUGU-1_3_19	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1903AUGU-1_3_20	.	.	PUNCT	PUNCT	_	_	_	_	_

1910AUGU-1_1_1	Witrakənuŋekei	witrakünun	_	V	pass|habit|ind3	_	_	_	origText=Witrakənuŋekei,baseForms=witra|künu|nge|ke|iy
1910AUGU-1_1_2	rewe	rewe	_	N	_	_	_	_	origText=rewe,baseForms=rewe
1910AUGU-1_1_3	,	,	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_1_4	ka	ka	_	C	C	_	_	_	origText=ka,baseForms=ka
1910AUGU-1_1_5	fei	fey	_	D	D	_	_	_	origText=fei,baseForms=fey
1910AUGU-1_1_6	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1910AUGU-1_1_7	elŋekei	elün	_	V	pass|habit|ind3	_	_	_	origText=elŋekei,baseForms=el|nge|ke|iy
1910AUGU-1_1_8	llaŋi-llaŋi	llangillangui	_	N	redup	_	_	_	origText=llaŋi-llaŋi,baseForms=llangui|llangui
1910AUGU-1_1_9	altar	altar	_	N	_	_	_	_	origText=altar,baseForms=altar
1910AUGU-1_1_10	femŋechi	femngechi	_	None	_	_	_	_	origText=femŋechi,baseForms=femngechi
1910AUGU-1_1_11	,	,	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_1_12	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1910AUGU-1_1_13	elŋeam	elam	_	AV	pass|purp	_	_	_	origText=elŋeam,baseForms=el|nge|am
1910AUGU-1_1_14	kiñe	kiñe	_	NUM	_	_	_	_	origText=kiñe,baseForms=kiñe
1910AUGU-1_1_15	fùchá	fücha	_	AJ	_	_	_	_	origText=fùchá,baseForms=fücha
1910AUGU-1_1_16	ral·i	ral'i	_	N	_	_	_	_	origText=ral·i,baseForms=ral'i
1910AUGU-1_1_17	mollfùñ	mollfüñ	_	N	_	_	_	_	origText=mollfùñ,baseForms=mollfüñ
1910AUGU-1_1_18	,	,	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_1_19	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1910AUGU-1_1_20	iaqel	iael	_	N	_	_	_	_	origText=iaqel,baseForms=iael
1910AUGU-1_1_21	feichi	feychi	_	D	D|DA	_	_	_	origText=feichi,baseForms=fey|chi
1910AUGU-1_1_22	Ŋənemapun	ngünemapun	_	CN	nmlz	_	_	_	origText=Ŋənemapun,baseForms=ngüne|mapu|(ü)n
1910AUGU-1_1_23	.	.	PUNCT	PUNCT	_	_	_	_	_

1910AUGU-1_2_1	Wema	wema	_	AV	_	_	_	_	origText=Wema,baseForms=wema
1910AUGU-1_2_2	l·aŋəmŋekei	l'angümün	_	V	cause|pass|habit|ind3	_	_	_	origText=l·aŋəmŋekei,baseForms=l'a|(ü)m|nge|ke|iy
1910AUGU-1_2_3	ruka	ruka	_	N	_	_	_	_	origText=ruka,baseForms=ruka
1910AUGU-1_2_4	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1910AUGU-1_2_5	waka	waka	_	N	_	_	_	_	origText=waka,baseForms=waka
1910AUGU-1_2_6	,	,	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_2_7	auka	awka	_	N	_	_	_	_	origText=auka,baseForms=awka
1910AUGU-1_2_8	,	,	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_2_9	ofisha	ofida	_	N	_	_	_	_	origText=ofisha,baseForms=ofida
1910AUGU-1_2_10	,	,	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_2_11	shañwe	shañwe	_	N	_	_	_	_	origText=shañwe,baseForms=shañwe
1910AUGU-1_2_12	;	;	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_2_13	a	a	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_2_14	f	f	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_2_15	ù	ù	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_2_16	n	n	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-1_2_17	ilo	ilo	_	N	_	_	_	_	origText=ilo,baseForms=ilo
1910AUGU-1_2_18	yeŋekei	yen	_	V	pass|habit|ind3	_	_	_	origText=yeŋekei,baseForms=ye|nge|ke|iy
1910AUGU-1_2_19	kawiñwe	kawiñwe	_	N	ins	_	_	_	origText=kawiñwe,baseForms=kawiñ|we
1910AUGU-1_2_20	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1910AUGU-1_2_21	.	.	PUNCT	PUNCT	_	_	_	_	_

1910AUGU-2_1_1	„	„	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-2_1_2	Kiñe	kiñe	_	NUM	_	_	_	_	origText=Kiñe,baseForms=kiñe
1910AUGU-2_1_3	akucha	akucha	_	N	_	_	_	_	origText=akucha,baseForms=akucha
1910AUGU-2_1_4	regaláneu	regalan	_	V	ind3-1s	_	_	_	origText=regaláneu,baseForms=regala|enew
1910AUGU-2_1_5	Padre	padre	_	N	_	_	_	_	origText=Padre,baseForms=padre
1910AUGU-2_1_6	"	"	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-2_1_7	,	,	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-2_1_8	pín	pin	_	V	ind1s	_	_	_	origText=pín,baseForms=pi|(ü)n
1910AUGU-2_1_9	iñche	iñche	_	PN	1s	_	_	_	origText=iñche,baseForms=iñche
1910AUGU-2_1_10	.	.	PUNCT	PUNCT	_	_	_	_	_

1910AUGU-2_2_1	„	„	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-2_2_2	¡	¡	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-2_2_3	¿	¿	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-2_2_4	Ñi	ñi	_	PP	3	_	_	_	origText=Ñi,baseForms=ñi
1910AUGU-2_2_5	ŋillatuletéuchi	ngilatulelchi	_	AJ	rest|cause|invNF3|ajvz	_	_	_	origText=ŋillatuletéuchi,baseForms=ngilla|tu|(ü)l|etew|chi
1910AUGU-2_2_6	akucha	akucha	_	N	_	_	_	_	origText=akucha,baseForms=akucha
1910AUGU-2_2_7	Padre	padre	_	N	_	_	_	_	origText=Padre,baseForms=padre
1910AUGU-2_2_8	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1910AUGU-2_2_9	?	?	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-2_2_10	!	!	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-2_2_11	"	"	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-2_2_12	piéneu	pin	_	V	ind3-1s	_	_	_	origText=piéneu,baseForms=pi|enew
1910AUGU-2_2_13	tañi	tañi	_	PP	1s	_	_	_	origText=tañi,baseForms=tañi
1910AUGU-2_2_14	ñuke	ñuke	_	N	_	_	_	_	origText=ñuke,baseForms=ñuke
1910AUGU-2_2_15	.	.	PUNCT	PUNCT	_	_	_	_	_

1910AUGU-3_1_1	Kiñe	kiñe	_	NUM	_	_	_	_	origText=Kiñe,baseForms=kiñe
1910AUGU-3_1_2	fùcha	fücha	_	AJ	_	_	_	_	origText=fùcha,baseForms=fücha
1910AUGU-3_1_3	wentru	wentru	_	N	_	_	_	_	origText=wentru,baseForms=wentru
1910AUGU-3_1_4	kùla	küla	_	NUM	_	_	_	_	origText=kùla,baseForms=küla
1910AUGU-3_1_5	fotəm	fot'üm	_	N	_	_	_	_	origText=fotəm,baseForms=fot'üm
1910AUGU-3_1_6	niei	nien	_	V	ind3	_	_	_	origText=niei,baseForms=nie|iy
1910AUGU-3_1_7	;	;	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-3_1_8	niei	nien	_	V	ind3	_	_	_	origText=niei,baseForms=nie|iy
1910AUGU-3_1_9	kiñe	kiñe	_	NUM	_	_	_	_	origText=kiñe,baseForms=kiñe
1910AUGU-3_1_10	mapu	mapu	_	N	_	_	_	_	origText=mapu,baseForms=mapu
1910AUGU-3_1_11	kachilla	kachilla	_	N	_	_	_	_	origText=kachilla,baseForms=kachilla
1910AUGU-3_1_12	tichi	tüfeychi	_	DP	DP	_	_	_	origText=tichi,baseForms=tichi
1910AUGU-3_1_13	fùcha	fücha	_	AJ	_	_	_	_	origText=fùcha,baseForms=fücha
1910AUGU-3_1_14	wentru	wentru	_	N	_	_	_	_	origText=wentru,baseForms=wentru
1910AUGU-3_1_15	.	.	PUNCT	PUNCT	_	_	_	_	_

1910AUGU-3_2_1	Kiñe	kiñe	_	NUM	_	_	_	_	origText=Kiñe,baseForms=kiñe
1910AUGU-3_2_2	antù	antü	_	N	_	_	_	_	origText=antù,baseForms=antü
1910AUGU-3_2_3	fei	fey	_	D	D	_	_	_	origText=fei,baseForms=fey
1910AUGU-3_2_4	pifí	pin	_	V	dir3|ind3	_	_	_	origText=pifí,baseForms=pi|fi|iy
1910AUGU-3_2_5	ñ	ñ	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-3_2_6	i	i	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-3_2_7	wənen	wünen	_	AJ	nmlz	_	_	_	origText=wənen,baseForms=wüne|(ü)n
1910AUGU-3_2_8	fotəm	fot'üm	_	N	_	_	_	_	origText=fotəm,baseForms=fot'üm
1910AUGU-3_2_9	:	:	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-3_2_10	„	„	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-3_2_11	Chumŋelu	chumngelu	_	WH	particle	_	_	_	origText=Chumŋelu,baseForms=chumngelu
1910AUGU-3_2_12	kam	kam	_	IP	particle	_	_	_	origText=kam,baseForms=kam
1910AUGU-3_2_13	afí	afün	_	V	ind3	_	_	_	origText=afí,baseForms=af|iy
1910AUGU-3_2_14	tayu	tayu	_	PP	1d	_	_	_	origText=tayu,baseForms=tayu
1910AUGU-3_2_15	kachilla	kachilla	_	N	_	_	_	_	origText=kachilla,baseForms=kachilla
1910AUGU-3_2_16	,	,	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-3_2_17	fotəm	fot'üm	_	N	_	_	_	_	origText=fotəm,baseForms=fot'üm
1910AUGU-3_2_18	?	?	PUNCT	PUNCT	_	_	_	_	_
1910AUGU-3_2_19	Ŋəneikeaimi	ngünen	_	V	habit|fut|ind2s	_	_	_	origText=Ŋəneikeaimi,baseForms=ngüne|ke|a|imi
1910AUGU-3_2_20	kachilla	kachilla	_	N	_	_	_	_	origText=kachilla,baseForms=kachilla
